192.168.1.11,192.168.1.11,52182,5355,110,2
192.168.0.14,192.168.0.14,49564,5355,110,2
192.168.0.14,192.168.0.14,50641,5355,110,2
192.168.2.10,192.168.2.10,2503,51347,46,1
192.168.2.10,192.168.2.10,2919,51352,46,1
192.168.1.14,192.168.1.14,63512,5355,55,1
192.168.1.14,192.168.1.14,62553,5355,55,1
192.168.1.14,192.168.1.14,49404,5355,55,1
192.168.1.14,192.168.1.14,50393,5355,55,1
192.168.2.10,192.168.2.10,2711,51357,46,1
192.168.2.10,192.168.2.10,2919,51363,46,1
192.168.1.230,192.168.1.230,138,138,493,2
192.168.2.10,192.168.2.10,2711,51366,46,1
192.168.3.131,192.168.3.131,51366,2711,52,1
192.168.1.11,192.168.1.11,54959,5355,55,1
192.168.1.11,192.168.1.11,50658,5355,55,1
192.168.1.11,192.168.1.11,58158,5355,110,2
192.168.1.14,192.168.1.14,63667,5355,52,1
192.168.1.250,192.168.1.250,50172,5355,110,2
192.168.2.10,192.168.2.10,2503,51360,46,1
192.168.3.131,192.168.3.131,51360,2503,52,1
192.168.1.14,192.168.1.14,63564,5355,52,1
192.168.2.10,192.168.2.10,2503,51371,46,1
192.168.1.250,192.168.1.250,57701,5355,122,2
192.168.2.10,192.168.2.10,2919,51376,46,1
192.168.3.131,192.168.3.131,51376,2919,52,1
192.168.2.10,192.168.2.10,2711,51268,46,1
192.168.1.231,192.168.1.231,0,2048,92,1
192.168.0.14,192.168.0.14,55073,5355,110,2
192.168.2.10,192.168.2.10,2711,51277,46,1
192.168.3.131,192.168.3.131,51277,2711,52,1
192.168.1.11,192.168.1.11,60810,5355,110,2
192.168.1.11,192.168.1.11,49925,5355,110,2
192.168.2.10,192.168.2.10,2919,51287,46,1
192.168.3.131,192.168.3.131,51287,2919,52,1
192.168.1.231,192.168.1.231,1737,427,72,1
192.168.2.10,192.168.2.10,2503,51270,46,1
192.168.2.10,192.168.2.10,2919,51274,46,1
192.168.3.131,192.168.3.131,51274,2919,52,1
192.168.1.231,192.168.1.231,138,138,202,1
192.168.0.14,192.168.0.14,57281,5355,110,2
192.168.1.11,192.168.1.11,56876,5355,110,2
192.168.1.11,192.168.1.11,64591,5355,110,2
192.168.2.10,192.168.2.10,2711,51289,46,1
192.168.2.10,192.168.2.10,2503,51305,46,1
192.168.2.10,192.168.2.10,2919,51308,46,1
192.168.3.131,192.168.3.131,51289,2711,52,1
192.168.2.10,192.168.2.10,2503,51292,46,1
192.168.1.11,192.168.1.11,59296,5355,110,2
192.168.1.11,192.168.1.11,50869,5355,55,1
192.168.1.11,192.168.1.11,53162,5355,55,1
192.168.1.11,192.168.1.11,50977,5355,110,2
192.168.2.10,192.168.2.10,2919,51295,46,1
192.168.2.10,192.168.2.10,2711,51302,46,1
192.168.3.131,192.168.3.131,51302,2711,52,1
192.168.1.11,192.168.1.11,64531,5355,55,1
192.168.1.11,192.168.1.11,59894,5355,110,2
192.168.0.173,192.168.0.173,56902,5355,52,1
192.168.1.11,192.168.1.11,54539,5355,110,2
192.168.1.11,192.168.1.11,51040,5355,55,1
192.168.1.11,192.168.1.11,57380,5355,110,2
192.168.2.10,192.168.2.10,2503,51326,46,1
192.168.0.178,192.168.0.178,51894,5355,51,1
192.168.2.10,192.168.2.10,2919,51329,46,1
192.168.2.10,192.168.2.10,2711,51311,46,1
192.168.3.131,192.168.3.131,51311,2711,52,1
192.168.2.10,192.168.2.10,2503,51314,46,1
192.168.0.14,192.168.0.14,60460,5355,110,2
192.168.0.14,192.168.0.14,52940,5355,55,1
192.168.2.10,192.168.2.10,2711,51323,46,1
192.168.1.11,192.168.1.11,59623,5355,55,1
192.168.1.11,192.168.1.11,54764,5355,110,2
192.168.1.11,192.168.1.11,52495,5355,55,1
192.168.1.11,192.168.1.11,61336,5355,110,2
192.168.2.10,192.168.2.10,2919,51442,46,1
192.168.2.10,192.168.2.10,2711,51423,46,1
192.168.3.131,192.168.3.131,51423,2711,52,1
192.168.1.251,192.168.1.251,138,138,241,1
192.168.2.10,192.168.2.10,2503,51427,46,1
192.168.2.10,192.168.2.10,2919,51430,46,1
192.168.3.131,192.168.3.131,51430,2919,52,1
192.168.2.10,192.168.2.10,2711,51433,46,1
192.168.2.10,192.168.2.10,2919,51587,46,1
192.168.3.131,192.168.3.131,51587,2919,52,1
192.168.3.131,192.168.3.131,50297,102,48,1
192.168.1.11,192.168.1.11,63337,5355,55,1
192.168.1.11,192.168.1.11,64794,5355,110,2
192.168.1.11,192.168.1.11,49729,5355,55,1
192.168.0.174,192.168.0.174,138,138,229,1
192.168.3.131,192.168.3.131,50284,102,100,2
192.168.1.11,192.168.1.11,57730,5355,110,2
192.168.1.11,192.168.1.11,63430,5355,110,2
192.168.1.11,192.168.1.11,56410,5355,110,2
192.168.1.11,192.168.1.11,54243,5355,110,2
192.168.2.10,192.168.2.10,2711,51590,46,1
192.168.3.131,192.168.3.131,50300,102,152,3
192.168.3.131,192.168.3.131,50286,102,100,2
192.168.3.131,192.168.3.131,50291,102,52,1
192.168.3.131,192.168.3.131,50287,102,152,3
192.168.3.131,192.168.3.131,50288,102,152,3
192.168.2.10,192.168.2.10,2711,51578,46,1
192.168.3.131,192.168.3.131,50294,102,100,2
192.168.2.10,192.168.2.10,2503,51582,46,1
192.168.0.173,192.168.0.173,50116,5355,50,1
192.168.0.179,192.168.0.179,138,138,229,1
192.168.3.131,192.168.3.131,50303,102,152,3
192.168.2.10,192.168.2.10,2503,51593,46,1
192.168.3.131,192.168.3.131,51593,2503,52,1
192.168.3.131,192.168.3.131,50304,102,100,2
192.168.3.131,192.168.3.131,50306,102,100,2
192.168.3.131,192.168.3.131,50307,102,100,2
192.168.2.10,192.168.2.10,2919,51598,46,1
192.168.3.131,192.168.3.131,50309,102,100,2
192.168.3.131,192.168.3.131,50311,102,152,3
192.168.2.10,192.168.2.10,2711,51603,46,1
192.168.1.231,192.168.1.231,0,2048,92,1
192.168.3.131,192.168.3.131,50315,102,100,2
192.168.2.10,192.168.2.10,2503,51606,46,1
192.168.3.131,192.168.3.131,51606,2503,52,1
192.168.0.14,192.168.0.14,57589,5355,110,2
192.168.2.10,192.168.2.10,2919,51609,46,1
192.168.3.131,192.168.3.131,51609,2919,52,1
192.168.3.131,192.168.3.131,50320,102,100,2
192.168.3.131,192.168.3.131,50321,102,100,2
192.168.1.11,192.168.1.11,58911,5355,110,2
192.168.1.11,192.168.1.11,60277,5355,110,2
192.168.1.11,192.168.1.11,55598,5355,110,2
192.168.2.10,192.168.2.10,2711,51612,46,1
192.168.3.131,192.168.3.131,51612,2711,52,1
192.168.0.14,192.168.0.14,63880,5355,110,2
192.168.3.131,192.168.3.131,50323,102,152,3
192.168.3.131,192.168.3.131,50325,102,152,3
192.168.3.131,192.168.3.131,50326,102,100,2
192.168.2.10,192.168.2.10,2503,51616,46,1
192.168.3.131,192.168.3.131,50329,102,104,2
192.168.3.131,192.168.3.131,50267,102,100,2
192.168.3.131,192.168.3.131,50269,102,152,3
192.168.2.10,192.168.2.10,2503,51559,46,1
192.168.3.131,192.168.3.131,51559,2503,52,1
192.168.3.131,192.168.3.131,50271,102,100,2
192.168.3.131,192.168.3.131,50273,102,100,2
192.168.2.10,192.168.2.10,2919,51564,46,1
192.168.3.131,192.168.3.131,51564,2919,52,1
192.168.3.131,192.168.3.131,50275,102,48,1
192.168.1.11,192.168.1.11,55141,5355,110,2
192.168.1.11,192.168.1.11,58453,5355,55,1
192.168.1.11,192.168.1.11,61478,5355,110,2
192.168.0.14,192.168.0.14,60851,5355,110,2
192.168.1.11,192.168.1.11,57686,5355,55,1
192.168.2.10,192.168.2.10,2711,51569,46,1
192.168.3.131,192.168.3.131,51569,2711,52,1
192.168.0.14,192.168.0.14,60556,5355,110,2
192.168.3.131,192.168.3.131,50268,102,52,1
192.168.2.10,192.168.2.10,2711,51556,46,1
192.168.3.131,192.168.3.131,50265,102,100,2
192.168.0.173,192.168.0.173,138,138,233,1
192.168.3.131,192.168.3.131,50279,102,100,2
192.168.2.10,192.168.2.10,2503,51572,46,1
192.168.3.131,192.168.3.131,50282,102,152,3
192.168.2.10,192.168.2.10,2919,51575,46,1
192.168.3.131,192.168.3.131,51575,2919,52,1
192.168.2.10,192.168.2.10,2919,51621,46,1
192.168.3.131,192.168.3.131,50332,102,152,3
192.168.3.131,192.168.3.131,50335,102,52,1
192.168.2.10,192.168.2.10,2711,51625,46,1
192.168.3.131,192.168.3.131,51625,2711,52,1
192.168.2.10,192.168.2.10,2503,51627,46,1
192.168.3.131,192.168.3.131,51627,2503,52,1
192.168.3.150,192.168.3.150,0,2304,46,1
192.168.0.14,192.168.0.14,55466,5355,110,2
192.168.0.14,192.168.0.14,57768,5355,110,2
192.168.3.131,192.168.3.131,50337,102,48,1
192.168.3.131,192.168.3.131,50340,102,100,2
192.168.3.131,192.168.3.131,50344,102,52,1
192.168.2.10,192.168.2.10,2919,51630,46,1
192.168.3.131,192.168.3.131,50342,102,100,2
192.168.1.11,192.168.1.11,61474,5355,110,2
192.168.1.231,192.168.1.231,1025,161,106,1
192.168.1.11,192.168.1.11,63357,5355,55,1
192.168.1.11,192.168.1.11,59362,5355,110,2
192.168.2.10,192.168.2.10,2711,51635,46,1
192.168.3.131,192.168.3.131,50347,102,100,2
192.168.2.10,192.168.2.10,2503,51640,46,1
192.168.3.131,192.168.3.131,50350,102,152,3
192.168.2.10,192.168.2.10,2711,51446,46,1
192.168.3.131,192.168.3.131,51446,2711,52,1
192.168.1.14,192.168.1.14,51785,5355,55,1
192.168.2.10,192.168.2.10,2503,51449,46,1
192.168.2.10,192.168.2.10,2919,51452,46,1
192.168.3.131,192.168.3.131,51452,2919,52,1
192.168.2.10,192.168.2.10,2711,51456,46,1
192.168.3.131,192.168.3.131,51456,2711,52,1
192.168.1.11,192.168.1.11,61122,5355,55,1
192.168.1.11,192.168.1.11,50347,5355,110,2
192.168.1.11,192.168.1.11,55608,5355,110,2
192.168.1.11,192.168.1.11,61743,5355,55,1
192.168.2.10,192.168.2.10,2503,51461,46,1
192.168.1.14,192.168.1.14,65269,5355,55,1
192.168.0.14,192.168.0.14,49333,5355,110,2
192.168.1.14,192.168.1.14,59863,5355,55,1
192.168.0.14,192.168.0.14,51252,5355,110,2
192.168.2.10,192.168.2.10,2919,51464,46,1
192.168.3.131,192.168.3.131,51464,2919,52,1
192.168.1.14,192.168.1.14,60853,5355,55,1
192.168.2.10,192.168.2.10,2711,51488,46,1
192.168.3.131,192.168.3.131,51488,2711,52,1
192.168.1.11,192.168.1.11,52470,5355,110,2
192.168.1.11,192.168.1.11,57216,5355,110,2
192.168.1.11,192.168.1.11,52091,5355,110,2
192.168.1.11,192.168.1.11,53430,5355,110,2
192.168.0.173,192.168.0.173,50344,5355,100,2
192.168.2.10,192.168.2.10,2503,51494,46,1
192.168.1.231,192.168.1.231,1742,427,72,1
192.168.2.10,192.168.2.10,2919,51498,46,1
192.168.3.131,192.168.3.131,51498,2919,52,1
192.168.2.10,192.168.2.10,2711,51501,46,1
192.168.3.131,192.168.3.131,51501,2711,52,1
192.168.1.11,192.168.1.11,57111,5355,110,2
192.168.1.11,192.168.1.11,61377,5355,55,1
192.168.1.11,192.168.1.11,54441,5355,110,2
192.168.1.11,192.168.1.11,64349,5355,110,2
192.168.2.10,192.168.2.10,2503,51504,46,1
192.168.2.10,192.168.2.10,2919,51506,46,1
192.168.3.131,192.168.3.131,51506,2919,52,1
192.168.0.14,192.168.0.14,59576,5355,110,2
192.168.1.14,192.168.1.14,60598,5355,55,1
192.168.0.14,192.168.0.14,65273,5355,110,2
192.168.1.14,192.168.1.14,58902,5355,55,1
192.168.1.14,192.168.1.14,51233,5355,55,1
192.168.1.11,192.168.1.11,56575,5355,55,1
192.168.1.11,192.168.1.11,60898,5355,110,2
192.168.1.11,192.168.1.11,54901,5355,110,2
192.168.2.10,192.168.2.10,2503,51538,46,1
192.168.1.231,192.168.1.231,138,138,202,1
192.168.0.182,192.168.0.182,138,138,229,1
192.168.2.10,192.168.2.10,2919,51541,46,1
192.168.3.131,192.168.3.131,51541,2919,52,1
192.168.1.14,192.168.1.14,62765,5355,55,1
192.168.0.12,192.168.0.12,49269,5355,110,2
192.168.2.10,192.168.2.10,2503,51550,46,1
192.168.3.131,192.168.3.131,50261,102,48,1
192.168.2.10,192.168.2.10,2919,51553,46,1
192.168.2.10,192.168.2.10,2711,51512,46,1
192.168.3.131,192.168.3.131,51512,2711,52,1
192.168.1.11,192.168.1.11,51744,5355,110,2
192.168.2.10,192.168.2.10,2711,51523,46,1
192.168.1.11,192.168.1.11,52872,5355,110,2
192.168.1.11,192.168.1.11,50621,5355,55,1
192.168.2.10,192.168.2.10,2503,51527,46,1
192.168.3.131,192.168.3.131,51527,2503,52,1
192.168.0.1,192.168.0.1,53,60992,173,1
192.168.3.131,192.168.3.131,60992,53,71,1
192.168.2.10,192.168.2.10,2503,51516,46,1
192.168.3.131,192.168.3.131,51516,2503,52,1
192.168.2.10,192.168.2.10,2919,51532,46,1
192.168.3.131,192.168.3.131,51532,2919,52,1
192.168.2.10,192.168.2.10,2919,51520,46,1
192.168.0.174,192.168.0.174,50992,5355,51,1
192.168.1.11,192.168.1.11,59939,5355,110,2
192.168.2.10,192.168.2.10,2503,51483,46,1
192.168.2.10,192.168.2.10,2711,51467,46,1
192.168.0.14,192.168.0.14,64606,5355,110,2
192.168.2.10,192.168.2.10,2503,51470,46,1
192.168.3.131,192.168.3.131,51470,2503,52,1
192.168.2.10,192.168.2.10,2919,51485,46,1
192.168.3.131,192.168.3.131,51485,2919,52,1
192.168.0.14,192.168.0.14,63138,5355,110,2
192.168.2.10,192.168.2.10,2919,51475,46,1
192.168.1.11,192.168.1.11,63890,5355,122,2
192.168.1.11,192.168.1.11,58668,5355,110,2
192.168.1.11,192.168.1.11,49243,5355,55,1
192.168.1.11,192.168.1.11,64090,5355,55,1
192.168.1.14,192.168.1.14,54531,5355,55,1
192.168.3.131,192.168.3.131,50355,102,152,3
192.168.3.131,192.168.3.131,50357,102,104,2
192.168.2.10,192.168.2.10,2711,51645,46,1
192.168.3.131,192.168.3.131,50358,102,48,1
192.168.3.131,192.168.3.131,50360,102,152,3
192.168.2.10,192.168.2.10,2503,51648,46,1
192.168.3.131,192.168.3.131,51648,2503,52,1
192.168.0.180,192.168.0.180,138,138,229,1
192.168.3.131,192.168.3.131,50361,102,48,1
192.168.2.10,192.168.2.10,2919,51653,46,1
192.168.3.131,192.168.3.131,51653,2919,52,1
192.168.3.131,192.168.3.131,50364,102,152,3
192.168.1.14,192.168.1.14,63798,5355,55,1
192.168.1.11,192.168.1.11,60294,5355,110,2
192.168.1.11,192.168.1.11,59932,5355,110,2
192.168.1.11,192.168.1.11,58312,5355,110,2
192.168.2.10,192.168.2.10,2711,51659,46,1
192.168.3.131,192.168.3.131,50367,102,152,3
192.168.0.178,192.168.0.178,65350,5355,102,2
192.168.0.173,192.168.0.173,61582,5355,52,1
192.168.2.10,192.168.2.10,2503,51661,46,1
192.168.1.14,192.168.1.14,65341,5355,55,1
192.168.3.131,192.168.3.131,50373,102,152,3
192.168.1.14,192.168.1.14,60127,5355,55,1
192.168.3.131,192.168.3.131,50352,102,152,3
192.168.3.131,192.168.3.131,50380,102,152,3
192.168.3.131,192.168.3.131,50383,102,152,3
192.168.2.10,192.168.2.10,2919,51664,46,1
192.168.3.131,192.168.3.131,51664,2919,52,1
192.168.3.131,192.168.3.131,50375,102,100,2
192.168.3.131,192.168.3.131,50377,102,152,3
192.168.3.131,192.168.3.131,50378,102,152,3
192.168.2.10,192.168.2.10,2503,51672,46,1
192.168.3.131,192.168.3.131,51672,2503,52,1
192.168.1.252,192.168.1.252,138,138,241,1
192.168.3.131,192.168.3.131,50385,102,48,1
192.168.2.10,192.168.2.10,2919,51677,46,1
192.168.3.131,192.168.3.131,51677,2919,52,1
192.168.3.131,192.168.3.131,50389,102,104,2
192.168.1.11,192.168.1.11,61464,5355,110,2
192.168.0.175,192.168.0.175,138,138,229,1
192.168.2.10,192.168.2.10,2711,51669,46,1
192.168.3.131,192.168.3.131,51669,2711,52,1
192.168.1.11,192.168.1.11,55139,5355,110,2
192.168.1.11,192.168.1.11,58930,5355,55,1
192.168.1.11,192.168.1.11,57363,5355,110,2
192.168.2.10,192.168.2.10,2711,51680,46,1
192.168.3.131,192.168.3.131,51680,2711,52,1
192.168.3.131,192.168.3.131,50392,102,152,3
192.168.2.10,192.168.2.10,2503,51683,46,1
192.168.3.131,192.168.3.131,51683,2503,52,1
192.168.3.131,192.168.3.131,50394,102,152,3
192.168.3.131,192.168.3.131,50395,102,152,3
192.168.0.14,192.168.0.14,56590,5355,110,2
192.168.0.14,192.168.0.14,62177,5355,55,1
192.168.1.250,192.168.1.250,53391,5355,104,2
192.168.0.14,192.168.0.14,64018,5355,110,2
192.168.3.131,192.168.3.131,50391,102,48,1
192.168.3.131,192.168.3.131,50397,102,100,2
192.168.3.131,192.168.3.131,50400,102,104,2
192.168.2.10,192.168.2.10,2919,51688,46,1
192.168.1.11,192.168.1.11,64509,5355,110,2
192.168.1.11,192.168.1.11,56676,5355,55,1
192.168.1.11,192.168.1.11,49808,5355,110,2
192.168.1.11,192.168.1.11,64160,5355,55,1
192.168.1.102,192.168.1.102,52167,5355,100,2
192.168.1.250,192.168.1.250,63532,5355,122,2
192.168.3.131,192.168.3.131,50403,102,152,3
192.168.1.251,192.168.1.251,138,138,241,1
192.168.1.250,192.168.1.250,49387,5355,110,2
192.168.1.102,192.168.1.102,57139,5355,100,2
192.168.1.102,192.168.1.102,57942,5355,50,1
192.168.2.10,192.168.2.10,2503,51696,46,1
192.168.3.131,192.168.3.131,51696,2503,52,1
192.168.3.131,192.168.3.131,50406,102,104,2
192.168.1.102,192.168.1.102,62496,5355,50,1
192.168.2.10,192.168.2.10,2919,51698,46,1
192.168.3.131,192.168.3.131,50408,102,152,3
192.168.3.131,192.168.3.131,50410,102,104,2
192.168.3.131,192.168.3.131,50411,102,52,1
192.168.3.131,192.168.3.131,50413,102,104,2
